date,close,adj,qqq_ret,irx_yield,cash_ret_irx
1999-03-10,51.0625,43.027042388916016,0.0,0.044699997901916505,0.00017354585437545644
1999-03-11,51.3125,43.23772048950195,0.004896411393598532,0.044800000190734865,0.0001739257571506947
1999-03-12,50.0625,42.184425354003906,-0.02436056118531471,0.044699997901916505,0.00017354585437545644
1999-03-15,51.5,43.395713806152344,0.028714115268455798,0.044600000381469725,0.00017316593349447906
1999-03-16,51.9375,43.76434326171875,0.008494605186426085,0.04429999828338623,0.00017202591721998672
1999-03-17,51.5625,43.44837188720703,-0.007219835851806411,0.04400000095367432,0.00017088559282707472
1999-03-18,52.5625,44.29098892211914,0.019393523814875246,0.04369999885559082,0.00016974492387822337
1999-03-19,51.21875,43.15871047973633,-0.025564532875384627,0.04380000114440918,0.0001701251891867983
1999-03-22,50.59375,42.632080078125,-0.012202181106837906,0.04389999866485596,0.00017050540008067827
1999-03-23,48.8125,41.13111877441406,-0.03520732042537844,0.04380000114440918,0.0001701251891867983
1999-03-24,50.46875,42.52674102783203,0.033931055001745536,0.04380000114440918,0.0001701251891867983
1999-03-25,52.3125,44.0803337097168,0.03653213588287896,0.04389999866485596,0.00017050540008067827
1999-03-26,51.75,43.60636901855469,-0.010752293625618137,0.04389999866485596,0.00017050540008067827
1999-03-29,53.625,45.18631362915039,0.03623196900258829,0.04389999866485596,0.00017050540008067827
1999-03-30,53.25,44.87031936645508,-0.006993141004789982,0.04369999885559082,0.00016974492387822337
1999-03-31,52.46875,44.21199417114258,-0.014671729655765797,0.043600001335144044,0.00016936464041195087
1999-04-01,53.5625,45.13362503051758,0.02084572018641384,0.04300000190734863,0.00016708212272420475
1999-04-05,55.5,46.766239166259766,0.036172900684096954,0.04289999961853028,0.0001667015668893601
1999-04-06,55.609375,46.85841751098633,0.0019710446332632525,0.04289999961853028,0.0001667015668893601
1999-04-07,55.03125,46.371246337890625,-0.010396662947089075,0.042800002098083496,0.00016632099285529556
1999-04-08,55.46875,46.73991012573242,0.007950266964046548,0.042699999809265136,0.0001659403643192725
1999-04-09,55.8125,47.02959060668945,0.006197711552670571,0.042600002288818356,0.00016555971757359345
1999-04-12,55.4375,46.71356964111328,-0.006719619743643324,0.0421999979019165,0.00016403671239095807
1999-04-13,54.6875,46.08161544799805,-0.0135282787843094,0.041700000762939456,0.0001621321687481636
1999-04-14,52.8125,44.501686096191406,-0.034285459319227884,0.041599998474121096,0.00016175113985772427
1999-04-15,53.53125,45.10731887817383,0.013609209787542209,0.04190000057220459,0.0001628940990776595
1999-04-16,51.96875,43.79069900512695,-0.029188608540507865,0.0421999979019165,0.00016403671239095807
1999-04-19,49.53125,41.73677062988281,-0.046903301886176085,0.04210000038146973,0.00016365588374389617
1999-04-20,50.65625,42.68473434448242,0.022712914782172522,0.0425,0.00016517901630885845
1999-04-21,53.15625,44.79131317138672,0.04935204258045478,0.04239999771118164,0.0001647982786683322
1999-04-22,54.59375,46.00260543823242,0.027043017520180568,0.042699999809265136,0.0001659403643192725
1999-04-23,55.3125,46.60824203491211,0.013165267291064042,0.04309999942779541,0.00016746262407463242
1999-04-26,56.5859375,47.68130111694336,0.023022946911996245,0.043499999046325684,0.00016898430251366392
1999-04-27,55.71875,46.9505729675293,-0.015325256070967463,0.04369999885559082,0.00016974492387822337
1999-04-28,53.8125,45.344322204589844,-0.034211526322593055,0.04380000114440918,0.0001701251891867983
1999-04-29,53.375,44.97563171386719,-0.008130907527058251,0.04380000114440918,0.0001701251891867983
1999-04-30,53.71875,45.265296936035156,0.006440492576309076,0.04429999828338623,0.00017202591721998672
1999-05-03,53.4375,45.02830123901367,-0.005235704017503395,0.044600000381469725,0.00017316593349447906
1999-05-04,52.59375,44.31734085083008,-0.0157891896567397,0.04489999771118164,0.00017430560559783537
1999-05-05,54.1875,45.660282135009766,0.030302839890596234,0.044800000190734865,0.0001739257571506947
1999-05-06,52.21875,44.00135803222656,-0.03633188463176906,0.044800000190734865,0.0001739257571506947
1999-05-07,52.96875,44.63331985473633,0.014362325409295718,0.044699997901916505,0.00017354585437545644
1999-05-10,53.5,45.080989837646484,0.010029950368181106,0.044699997901916505,0.00017354585437545644
1999-05-11,54.34375,45.79195022583008,0.01577073597416634,0.044800000190734865,0.0001739257571506947
1999-05-12,55.46875,46.73991012573242,0.02070145288041525,0.044699997901916505,0.00017354585437545644
1999-05-13,54.4375,45.87093734741211,-0.018591665580501515,0.044499998092651365,0.00017278595826808463
1999-05-14,53.40625,45.001991271972656,-0.01894328142584767,0.045,0.00017468543594945096
1999-05-17,54.3671875,45.811710357666016,0.017992961262530915,0.04550000190734863,0.00017658400860853796
1999-05-18,54.125,45.60763931274414,-0.004454560707920052,0.0453000020980835,0.00017582469171339987
1999-05-19,54.875,46.23961639404297,0.013856825102592785,0.045,0.00017468543594945096
1999-05-20,53.3671875,44.96906661987305,-0.027477515456499457,0.044800000190734865,0.0001739257571506947
1999-05-21,52.875,44.554317474365234,-0.009222987637562463,0.044600000381469725,0.00017316593349447906
1999-05-24,51.53125,43.422035217285156,-0.02541352491218274,0.045,0.00017468543594945096
1999-05-25,49.84375,42.000091552734375,-0.03274705244549991,0.04510000228881836,0.00017506523009891417
1999-05-26,51.234375,43.171875,0.027899545071094822,0.04519999980926514,0.00017544496994603698
1999-05-27,51.1875,43.132389068603516,-0.0009146216465345525,0.04519999980926514,0.00017544496994603698
1999-05-28,52.03125,43.84334945678711,0.01648321374113526,0.04510000228881836,0.00017506523009891417
1999-06-01,50.875,42.86906814575195,-0.02222187225899397,0.04539999961853027,0.0001762043591955198
1999-06-02,51.734375,43.593204498291016,0.01689181463140388,0.045999999046325686,0.0001784816590157945
1999-06-03,51.0,42.97438430786133,-0.014195336120654933,0.04519999980926514,0.00017544496994603698
1999-06-04,52.5625,44.29098892211914,0.03063696282012729,0.04429999828338623,0.00017202591721998672
1999-06-07,53.65625,45.21263122558594,0.020808799394554045,0.04389999866485596,0.00017050540008067827
1999-06-08,52.3125,44.0803337097168,-0.025043831450985543,0.044800000190734865,0.0001739257571506947
1999-06-09,53.1875,44.817665100097656,0.016726992024071796,0.044699997901916505,0.00017354585437545644
1999-06-10,52.578125,44.30417251586914,-0.011457370282045298,0.0453000020980835,0.00017582469171339987
1999-06-11,51.78125,43.63269805908203,-0.01515600943786044,0.045900001525878906,0.00017810220846214975
1999-06-14,50.8046875,42.80982208251953,-0.018859158685265442,0.04570000171661377,0.00017734318083983958
1999-06-15,51.5625,43.44837188720703,0.014915964926381697,0.045900001525878906,0.00017810220846214975
1999-06-16,54.2109375,45.680030822753906,0.051363465156768484,0.04550000190734863,0.00017658400860853796
1999-06-17,54.8125,46.18692398071289,0.01109660280059388,0.04510000228881836,0.00017506523009891417
1999-06-18,55.0625,46.397613525390625,0.004561670847916144,0.04519999980926514,0.00017544496994603698
1999-06-21,56.7109375,47.78662109375,0.02993704768024874,0.04550000190734863,0.00017658400860853796
1999-06-22,55.0,46.34492874145508,-0.03016937208149839,0.046100001335144046,0.00017886109153120167
1999-06-23,55.8671875,47.07564163208008,0.015766835994104778,0.045900001525878906,0.00017810220846214975
1999-06-24,54.7578125,46.14085388183594,-0.019857143053938153,0.045900001525878906,0.00017810220846214975
1999-06-25,54.6875,46.08161544799805,-0.0012838608056451317,0.04659999847412109,0.00018075765810188216
1999-06-28,55.984375,47.17438888549805,0.023713869986462743,0.04670000076293945,0.00018113687396792422
1999-06-29,56.75,47.81952667236328,0.013675593942109598,0.04699999809265137,0.00018227426893102638
1999-06-30,57.625,48.55683517456055,0.015418565458603428,0.04670000076293945,0.00018113687396792422
1999-07-01,58.015625,48.886016845703125,0.006779306558163833,0.04570000171661377,0.00017734318083983958
1999-07-02,58.75,49.50481033325195,0.012657883122323188,0.04539999961853027,0.0001762043591955198
1999-07-06,58.375,49.18881607055664,-0.006383102178720179,0.04519999980926514,0.00017544496994603698
1999-07-07,58.46875,49.267822265625,0.0016061820832409257,0.0453000020980835,0.00017582469171339987
1999-07-08,59.25,49.926151275634766,0.013362251054256369,0.04539999961853027,0.0001762043591955198
1999-07-09,59.84375,50.426448822021484,0.010020751321780264,0.04559999942779541,0.00017696360375363263
1999-07-12,59.53125,50.163124084472656,-0.005221956804418726,0.04559999942779541,0.00017696360375363263
1999-07-13,59.25,49.926151275634766,-0.004724044069481015,0.045799999237060546,0.00017772270367544252
1999-07-14,60.2578125,50.775360107421875,0.017009298936317974,0.045799999237060546,0.00017772270367544252
1999-07-15,60.8125,51.24273681640625,0.009204793584832949,0.04570000171661377,0.00017734318083983958
1999-07-16,61.375,51.716732025146484,0.009249997915577346,0.04539999961853027,0.0001762043591955198
1999-07-19,60.75,51.190093994140625,-0.010183126628144024,0.04519999980926514,0.00017544496994603698
1999-07-20,58.40625,49.21516036987305,-0.03858038675400044,0.04489999771118164,0.00017430560559783537
1999-07-21,58.6875,49.4521369934082,0.004815114321566227,0.044699997901916505,0.00017354585437545644
1999-07-22,57.1953125,48.19477844238281,-0.025425767772037644,0.044800000190734865,0.0001739257571506947
1999-07-23,57.28125,48.267208099365234,0.0015028527845399875,0.04519999980926514,0.00017544496994603698
1999-07-26,55.875,47.08224105834961,-0.02455014672852418,0.04570000171661377,0.00017734318083983958
1999-07-27,57.0,48.03022003173828,0.020134533787672382,0.045799999237060546,0.00017772270367544252
1999-07-28,58.1171875,48.97158432006836,0.01959941652792807,0.04570000171661377,0.00017734318083983958
1999-07-29,56.875,47.92488098144531,-0.021373687479294246,0.045799999237060546,0.00017772270367544252
1999-07-30,56.59375,47.68787384033203,-0.004945388204616319,0.04619999885559082,0.00017924046983042174
1999-08-02,56.4375,47.55622482299805,-0.0027606392722554496,0.04650000095367432,0.00018037842422891082
1999-08-03,56.0703125,47.24681854248047,-0.006506115270275781,0.046900000572204587,0.00018189517937372557
1999-08-04,55.0546875,46.391014099121094,-0.018113482976423234,0.04659999847412109,0.00018075765810188216
1999-08-05,55.9296875,47.128326416015625,0.015893429605120524,0.045799999237060546,0.00017772270367544252
1999-08-06,55.328125,46.62141418457031,-0.01075599899242441,0.04659999847412109,0.00018075765810188216
1999-08-09,54.6171875,46.022361755371094,-0.012849297681696625,0.04739999771118164,0.00018379030275750274
1999-08-10,54.125,45.60763931274414,-0.009011324643254603,0.04809999942779541,0.00018644198389283773
1999-08-11,55.90625,47.10856628417969,0.032909551865714315,0.047699999809265134,0.00018492695876615173
1999-08-12,55.25,46.55558776855469,-0.01173838558977125,0.04659999847412109,0.00018075765810188216
1999-08-13,57.65625,48.58317565917969,0.04355197706245062,0.045999999046325686,0.0001784816590157945
1999-08-16,58.1171875,48.97158432006836,0.007994715364294747,0.04630000114440918,0.0001796198301016183
